,secs,x1,x2,y1,y2
989,41.44,395,269,432,301
990,41.44,-5,291,31,317
991,41.48,396,269,433,301
992,41.48,-6,288,31,314
993,41.52,548,267,659,343
994,41.52,-4,282,32,308
995,41.56,-6,282,30,308
996,41.56,398,271,431,304
997,41.6,-4,283,32,309
998,41.6,397,270,430,302
999,41.64,-2,281,34,307
1000,41.64,395,270,428,301
1001,41.68,395,270,427,302
1002,41.68,394,270,429,303
1003,41.72,403,277,426,296
1004,41.72,398,272,429,299
1005,41.76,403,277,426,296
1006,41.76,-5,280,31,306
1007,41.8,396,273,426,295
1008,41.8,-4,280,32,306
1009,41.84,410,272,467,325
1010,41.84,388,271,431,302
1011,41.88,393,267,431,299
1012,41.88,389,270,431,301
1013,41.92,388,265,434,300
1014,41.92,377,267,432,302
1015,41.96,386,267,429,300
1016,41.96,379,266,434,301
1017,42.0,546,640,265,348
1018,42.0,407,460,268,317
1019,42.04,546,265,640,349
1020,42.04,405,269,460,319
1021,42.08,406,268,462,320
1022,42.08,387,268,430,301
1023,42.12,403,267,460,319
1024,42.12,387,268,430,300
1025,42.16,387,271,429,302
1026,42.16,388,271,431,301
1027,42.2,406,270,462,323
1028,42.2,411,273,466,325
1029,42.24,402,270,460,324
1030,42.24,408,274,463,326
1031,42.28,405,272,462,324
1032,42.28,411,276,466,326
1033,42.32,402,271,459,325
1034,42.32,549,267,645,352
1035,42.36,549,267,646,353
1036,42.36,377,270,431,307
1037,42.4,389,279,425,303
1038,42.4,385,277,425,305
1039,42.44,395,281,424,303
1040,42.44,376,271,431,309
1041,42.48,395,280,424,302
1042,42.48,375,271,431,308
1043,42.52,388,277,425,301
1044,42.52,402,279,461,324
1045,42.56,399,276,461,324
1046,42.56,375,267,431,305
1047,42.6,400,275,461,322
1048,42.6,375,265,431,303
1049,42.64,398,274,460,321
1050,42.64,391,265,431,299
1051,42.68,402,273,469,326
1052,42.68,389,265,429,299
1053,42.72,398,273,467,326
1054,42.72,391,265,431,299
1055,42.76,401,274,467,325
1056,42.76,389,266,429,299
1057,42.8,391,266,431,300
1058,42.8,375,265,432,303
1059,42.84,373,264,430,302
1060,42.84,382,264,431,301
1061,42.88,375,264,432,303
1062,42.88,382,265,431,302
1063,42.92,374,264,431,302
1064,42.92,382,264,431,301
1065,42.96,390,272,460,324
1066,42.96,374,264,431,302
1067,43.0,389,266,426,301
1068,43.0,381,265,432,304
1069,43.04,388,273,431,297
1070,43.04,391,266,428,301
1071,43.08,388,274,431,298
1072,43.08,390,267,427,302
1073,43.12,-6,286,30,312
1074,43.12,391,267,428,302
1075,43.16,-6,286,30,311
1076,43.16,390,267,427,302
1077,43.2,554,640,267,353
1078,43.2,403,461,269,318
1079,43.24,556,265,643,352
1080,43.24,408,271,462,322
1081,43.28,580,257,713,360
1082,43.28,552,264,641,353
1083,43.32,554,265,641,353
1084,43.32,581,257,713,360
1085,43.36,583,256,719,361
1086,43.36,-4,285,31,310
1087,43.4,581,258,713,360
1088,43.4,-6,285,29,311
1089,43.44,402,267,456,318
1090,43.44,-5,284,30,309
1091,43.48,386,267,421,298
1092,43.48,-6,285,29,310
1093,43.52,388,265,428,299
1094,43.52,-5,285,30,310
1095,43.56,383,268,428,300
1096,43.56,383,268,427,300
1097,43.6,383,273,423,300
1098,43.6,388,274,431,298
1099,43.64,389,273,431,297
1100,43.64,388,266,428,299
1101,43.68,386,273,429,297
1102,43.68,388,265,428,299
1103,43.72,388,273,430,296
1104,43.72,387,265,427,299
1105,43.76,381,266,426,300
1106,43.76,399,268,453,319
1107,43.8,402,271,452,318
1108,43.8,387,274,422,297
1109,43.84,398,270,452,319
1110,43.84,385,274,420,297
1111,43.88,393,276,452,319
1112,43.88,401,272,451,318
1113,43.92,579,264,719,360
1114,43.92,398,270,452,320
1115,43.96,386,274,421,297
1116,43.96,581,262,725,360
1117,44.0,579,264,717,358
1118,44.0,380,267,424,301
1119,44.04,386,267,423,301
1120,44.04,388,266,426,299
1121,44.08,386,272,427,295
1122,44.08,385,265,425,298
1123,44.12,564,266,653,355
1124,44.12,388,264,427,297
1125,44.16,386,272,427,295
1126,44.16,388,264,426,297
1127,44.2,379,266,424,299
1128,44.2,388,264,426,297
1129,44.24,379,267,423,300
1130,44.24,386,265,425,298
1131,44.28,388,264,426,297
1132,44.28,386,265,423,299
1133,44.32,386,264,425,297
1134,44.32,385,265,421,300
1135,44.36,386,265,423,299
1136,44.36,403,271,455,320
1137,44.4,399,455,268,317
1138,44.44,400,270,454,321
1139,44.48,401,272,454,321
1140,44.52,396,276,418,294
1141,44.56,395,276,417,294
1142,44.6,378,267,423,300
1143,44.64,377,268,421,301
1144,44.68,378,268,422,302
1145,44.72,587,262,733,362
1146,44.76,378,268,422,301
1147,44.8,384,274,418,296
1148,44.84,383,273,417,295
1149,44.88,383,272,417,295
1150,44.92,384,272,417,294
1151,44.96,383,273,416,294
1152,45.0,384,272,417,293
1153,45.04,592,256,745,361
1154,45.08,389,269,419,295
1155,45.12,388,268,417,294
1156,45.16,388,267,420,299
1157,45.2,386,267,418,299
1158,45.24,387,267,419,299
1159,45.28,386,268,418,300
1160,45.32,388,265,452,321
1161,45.36,386,268,417,300
1162,45.4,573,262,688,364
1163,45.44,367,267,421,301
1164,45.48,381,275,414,297
1165,45.52,381,275,414,296
1166,45.56,380,275,413,296
1167,45.6,396,449,270,316
1168,45.64,368,266,422,301
1169,45.68,574,261,691,364
1170,45.72,388,265,452,321
1171,45.76,366,267,421,301
1172,45.8,-6,287,28,311
1173,45.84,-4,287,30,311
1174,45.88,-6,287,28,311
1175,45.92,601,256,750,371
1176,45.96,384,267,416,299
1177,46.0,383,275,411,295
1178,46.04,384,274,411,295
1179,46.08,383,274,410,295
1180,46.12,384,275,411,295
1181,46.16,385,273,412,294
1182,46.2,393,268,446,313
1183,46.24,392,270,439,314
1184,46.28,379,264,415,299
1185,46.32,-4,285,28,308
1186,46.36,-5,285,28,308
1187,46.4,378,265,414,299
1188,46.44,378,266,414,300
1189,46.48,380,265,416,299
1190,46.52,379,266,415,300
1191,46.56,383,276,418,319
1192,46.6,383,275,418,318
1193,46.64,383,276,418,318
1194,46.68,367,264,420,300
1195,46.72,367,264,420,300
1196,46.76,377,273,413,298
1197,46.8,397,445,269,316
1198,46.84,397,269,445,316
1199,46.88,377,273,413,299
1200,46.92,378,273,414,298
1201,46.96,377,274,413,299
1202,47.0,378,273,414,298
1203,47.04,377,273,413,298
1204,47.08,377,273,413,298
1205,47.12,379,272,415,298
1206,47.16,603,266,751,367
1207,47.2,381,267,415,300
1208,47.24,366,264,420,300
1209,47.28,388,266,448,319
1210,47.32,386,276,420,318
1211,47.36,385,276,419,318
1212,47.4,386,277,419,318
1213,47.44,386,277,419,318
1214,47.48,381,267,419,299
1215,47.52,380,267,418,299
1216,47.56,598,269,714,371
1217,47.6,378,269,411,299
1218,47.64,380,269,412,299
1219,47.68,379,269,411,299
1220,47.72,379,270,412,299
1221,47.76,379,269,412,299
1222,47.8,382,268,417,298
1223,47.84,598,266,752,371
1224,47.88,372,267,419,303
1225,47.92,383,269,413,299
1226,47.96,372,264,418,299
1227,48.0,399,444,271,314
1228,48.04,382,266,417,295
1229,48.08,384,265,418,294
1230,48.12,383,274,438,314
1231,48.16,387,274,440,314
1232,48.2,366,264,419,300
1233,48.24,399,273,444,315
1234,48.28,399,273,444,316
1235,48.32,389,267,446,317
1236,48.36,389,268,446,318
1237,48.4,388,271,415,297
1238,48.44,374,267,419,302
1239,48.48,388,273,414,295
1240,48.52,388,272,414,294
1241,48.56,388,276,438,312
1242,48.6,384,265,446,317
1243,48.64,611,263,724,376
1244,48.68,384,268,416,296
1245,48.72,384,268,416,295
1246,48.76,386,265,447,316
1247,48.8,384,269,416,296
1248,48.84,378,270,416,297
1249,48.88,387,273,412,294
1250,48.92,387,274,411,295
1251,48.96,390,277,409,293
1252,49.0,390,277,409,293
1253,49.04,386,277,435,312
1254,49.08,385,275,437,312
1255,49.12,383,275,434,312
1256,49.16,375,272,408,295
1257,49.2,393,438,271,311
1258,49.24,388,270,432,311
1259,49.28,389,270,434,311
1260,49.32,383,272,408,295
1261,49.36,388,271,433,312
1262,49.4,358,266,413,301
1263,49.44,380,275,430,312
1264,49.48,381,274,432,311
1265,49.52,378,274,429,311
1266,49.56,389,269,432,311
1267,49.6,371,273,403,296
1268,49.64,380,271,405,296
1269,49.68,378,271,403,296
1270,49.72,386,269,429,311
1271,49.76,376,277,406,314
1272,49.8,376,276,407,313
1273,49.84,374,277,405,314
1274,49.88,376,272,401,297
1275,49.92,376,271,401,297
1276,49.96,384,270,426,311
1277,50.0,384,271,426,312
1278,50.04,375,273,399,295
1279,50.08,361,268,404,300
1280,50.12,374,273,397,295
1281,50.16,373,272,397,295
1282,50.2,377,277,395,292
1283,50.24,370,272,395,296
1284,50.28,363,274,395,296
1285,50.32,358,269,400,300
1286,50.36,378,271,422,309
1287,50.4,568,640,263,320
1288,50.4,379,416,272,310
